id,imdb_id,title,original_title,original_language,overview,tagline,budget,revenue,runtime,release_date,vote_average,vote_count,popularity,status,adult,homepage,poster_path
673,tt0304141,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Prisoner of Azkaban,en,"Harry, Ron and Hermione return to Hogwarts for another magic-filled year. Harry comes face to face with danger yet again, this time in the form of escaped convict, Sirius Black – and turns to sympathetic Professor Lupin for help.",Something wicked this way comes.,130000000,789804554,141,2004-05-31,7.7,6037,28.460276,Released,False,,/jUFjMoLh8T2CWzHUSjKCojI5SHu.jpg
102899,tt0478970,Ant-Man,Ant-Man,en,"Armed with the astonishing ability to shrink in scale but increase in strength, master thief Scott Lang must embrace his inner-hero and help his mentor, Doctor Hank Pym, protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats. Against seemingly insurmountable obstacles, Pym and Lang must plan and pull off a heist that will save the world.",Heroes don't get any bigger.,130000000,519311965,117,2015-07-14,7.0,6029,26.882388,Released,False,http://marvel.com/movies/movie/180/ant-man,/D6e8RJf2qUstnfkTslTXNTUAlT.jpg
238,tt0068646,The Godfather,The Godfather,en,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",An offer you can't refuse.,6000000,245066411,175,1972-03-14,8.5,6024,41.109264,Released,False,http://www.thegodfather.com/,/rPdtLWNsZmAtoZl9PK7S2wE3qiS.jpg
210577,tt2267998,Gone Girl,Gone Girl,en,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",You don't know what you've got 'til it's...,61000000,369330363,145,2014-10-01,7.9,6023,154.801009,Released,False,http://www.gonegirlmovie.com/,/gdiLTof3rbPDAmPaCf4g6op46bj.jpg
1891,tt0080684,The Empire Strikes Back,The Empire Strikes Back,en,"The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair.",The Adventure Continues...,18000000,538400000,124,1980-05-17,8.2,5998,19.470959,Released,False,http://www.starwars.com/films/star-wars-episode-v-the-empire-strikes-back,/6u1fYtxG5eqjhtCPDx04pJphQRW.jpg
672,tt0295297,Harry Potter and the Chamber of Secrets,Harry Potter and the Chamber of Secrets,en,"Ignoring threats to his life, Harry returns to Hogwarts to investigate – aided by Ron and Hermione – a mysterious series of attacks.",Hogwarts is back in session.,100000000,876688482,161,2002-11-13,7.4,5966,29.741452,Released,False,,/sdEOH0992YZ0QSxgXNIGLq1ToUi.jpg
807,tt0114369,Se7en,Se7en,en,"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Sommerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.",Seven deadly sins. Seven ways to die.,33000000,327311859,127,1995-09-22,8.1,5915,18.45743,Released,False,http://www.sevenmovie.com/,/8zw8IL4zEPjkh8Aysdcd0FwGMb0.jpg
87827,tt0454876,Life of Pi,Life of Pi,en,"The story of an Indian boy named Pi, a zookeeper's son who finds himself in the company of a hyena, zebra, orangutan, and a Bengal tiger after a shipwreck sets them adrift in the Pacific Ocean.",Believe The Unbelievable,120000000,609016565,127,2012-11-20,7.2,5912,14.045042,Released,False,http://www.lifeofpimovie.com/,/sLYdcz7easaS7CmJGwQcVVYZqiF.jpg
205596,tt2084970,The Imitation Game,The Imitation Game,en,"Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II.",The true enigma was the man who cracked the code.,14000000,233555708,113,2014-11-14,8.0,5895,31.59594,Released,False,http://theimitationgamemovie.com/,/noUp0XOqIcmgefRnRZa1nhtRvWO.jpg
10528,tt0988045,Sherlock Holmes,Sherlock Holmes,en,"Eccentric consulting detective, Sherlock Holmes and Doctor John Watson battle to bring down a new nemesis and unravel a deadly plot that could destroy England.",Nothing escapes him.,90000000,524028679,128,2009-12-23,7.0,5883,15.68604,Released,False,http://sherlock-holmes-movie.warnerbros.com/,/22ngurXbLqab7Sko6aTSdwOCe5W.jpg
100402,tt1843866,Captain America: The Winter Soldier,Captain America: The Winter Soldier,en,"After the cataclysmic events in New York with The Avengers, Steve Rogers, aka Captain America is living quietly in Washington, D.C. and trying to adjust to the modern world. But when a S.H.I.E.L.D. colleague comes under attack, Steve becomes embroiled in a web of intrigue that threatens to put the world at risk. Joining forces with the Black Widow, Captain America struggles to expose the ever-widening conspiracy while fighting off professional assassins sent to silence him at every turn. When the full scope of the villainous plot is revealed, Captain America and the Black Widow enlist the help of a new ally, the Falcon. However, they soon find themselves up against an unexpected and formidable enemy—the Winter Soldier.",In heroes we trust.,170000000,714766572,136,2014-03-20,7.6,5881,18.717704,Released,False,http://www.captainamericathewintersoldiermovie.com,/5TQ6YDmymBpnF005OyoB7ohZps9.jpg
284052,tt1211837,Doctor Strange,Doctor Strange,en,"After his career is destroyed, a brilliant but arrogant surgeon gets a new lease on life when a sorcerer takes him under his wing and trains him to defend the world against evil.",Open your mind. Change your reality.,165000000,677718395,115,2016-10-25,7.1,5880,43.847654,Released,False,http://marvel.com/doctorstrange,/4PiiNGXj1KENTmCBHeN6Mskj2Fq.jpg
49047,tt1454468,Gravity,Gravity,en,"Dr. Ryan Stone, a brilliant medical engineer on her first Shuttle mission, with veteran astronaut Matt Kowalsky in command of his last flight before retiring. But on a seemingly routine spacewalk, disaster strikes. The Shuttle is destroyed, leaving Stone and Kowalsky completely alone-tethered to nothing but each other and spiraling out into the blackness of space. The deafening silence tells them they have lost any link to Earth and any chance for rescue. As fear turns to panic, every gulp of air eats away at what little oxygen is left. But the only way home may be to go further out into the terrifying expanse of space.",Don't Let Go,105000000,716392705,91,2013-09-27,7.3,5879,18.50194,Released,False,http://gravitymovie.warnerbros.com/,/uPxtxhB2Fy9ihVqtBtNGHmknJqV.jpg
131631,tt1951265,The Hunger Games: Mockingjay - Part 1,The Hunger Games: Mockingjay - Part 1,en,Katniss Everdeen reluctantly becomes the symbol of a mass rebellion against the autocratic Capitol.,Fire burns brighter in the darkness,125000000,752100229,123,2014-11-18,6.6,5767,147.098006,Released,False,http://www.thehungergames.movie/,/gj282Pniaa78ZJfbaixyLXnXEDI.jpg
674,tt0330373,Harry Potter and the Goblet of Fire,Harry Potter and the Goblet of Fire,en,"Harry starts his fourth year at Hogwarts, competes in the treacherous Triwizard Tournament and faces the evil Lord Voldemort. Ron and Hermione help Harry manage the pressure – but Voldemort lurks, awaiting his chance to destroy Harry and all that he stands for.",Dark And Difficult Times Lie Ahead.,150000000,895921036,157,2005-11-05,7.5,5758,24.903058,Released,False,http://harrypotter.warnerbros.com/,/6sASqcdrEHXxUhA3nFpjrRecPD2.jpg
329865,tt2543164,Arrival,Arrival,en,"Taking place after alien crafts land around the world, an expert linguist is recruited by the military to determine whether they come in peace or are a threat.",Why are they here?,47000000,203388186,113,2016-11-10,7.2,5729,30.83786,Released,False,http://www.arrivalmovie.com/,/hLudzvGfpi6JlwUnsNhXwKKg4j.jpg
12444,tt0926084,Harry Potter and the Deathly Hallows: Part 1,Harry Potter and the Deathly Hallows: Part 1,en,"Harry, Ron and Hermione walk away from their last year at Hogwarts to find and destroy the remaining Horcruxes, putting an end to Voldemort's bid for immortality. But with Harry's beloved Dumbledore dead and Voldemort's unscrupulous Death Eaters on the loose, the world is more dangerous than ever.",One Way… One Fate… One Hero.,250000000,954305868,146,2010-10-17,7.5,5708,23.300362,Released,False,http://www.harrypotter.com,/maP4MTfPCeVD2FZbKTLUgriOW4R.jpg
72190,tt0816711,World War Z,World War Z,en,"Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. After barely escaping the chaos, Lane is persuaded to go on a mission to investigate this disease. What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls.",Remember Philly!,200000000,531865000,116,2013-06-20,6.7,5683,26.114917,Released,False,http://www.worldwarzmovie.com,/Ha5t0J21eyiq6Az1EXzx0iwsGH.jpg
75656,tt1670345,Now You See Me,Now You See Me,en,An FBI agent and an Interpol detective track a team of illusionists who pull off bank heists during their performances and reward their audiences with the money.,4 amazing magicians. 3 impossible heists. 1 billion dollars. This is no illusion.,75000000,117698894,115,2013-05-29,7.3,5635,17.852022,Released,False,,/A06e9YJ5ry3WXEIFIAD1mKBxcuZ.jpg
675,tt0373889,Harry Potter and the Order of the Phoenix,Harry Potter and the Order of the Phoenix,en,"Returning for his fifth year of study at Hogwarts, Harry is stunned to find that his warnings about the return of Lord Voldemort have been ignored. Left with no choice, Harry takes matters into his own hands, training a small group of students – dubbed 'Dumbledore's Army' – to defend themselves against the dark arts.",Evil Must Be Confronted.,150000000,938212738,138,2007-06-28,7.4,5633,21.3643,Released,False,http://www.harrypotterorderofthephoenix.com/,/4YnLxYLHhT4UQ8i9jxAXWy46Xuw.jpg
259316,tt3183660,Fantastic Beasts and Where to Find Them,Fantastic Beasts and Where to Find Them,en,"In 1926, Newt Scamander arrives at the Magical Congress of the United States of America with a magically expanded briefcase, which houses a number of dangerous creatures and their habitats. When the creatures escape from the briefcase, it sends the American wizarding authorities after Newt, and threatens to strain even further the state of magical and non-magical relations.",From J.K. Rowling's wizarding world.,180000000,809342332,133,2016-11-16,7.2,5612,41.051421,Released,False,http://www.fantasticbeasts.com/,/gri0DDxsERr6B2sOR1fGLxLpSLx.jpg
98,tt0172495,Gladiator,Gladiator,en,"In the year 180, the death of emperor Marcus Aurelius throws the Roman Empire into chaos. Maximus is one of the Roman army's most capable and trusted generals and a key advisor to the emperor. As Marcus' devious son Commodus ascends to the throne, Maximus is set to be executed. He escapes, but is captured by slave traders. Renamed Spaniard and forced to become a gladiator, Maximus must battle to the death with other men for the amusement of paying audiences. His battle skills serve him well, and he becomes one of the most famous and admired men to fight in the Colosseum. Determined to avenge himself against the man who took away his freedom and laid waste to his family, Maximus believes that he can use his fame and skill in the ring to avenge the loss of his family and former glory. As the gladiator begins to challenge his rule, Commodus decides to put his own fighting mettle to the test by squaring off with Maximus in a battle to the death.",A Hero Will Rise.,103000000,457640427,155,2000-05-01,7.9,5566,23.186667,Released,False,,/6WBIzCgmDCYrqh64yDREGeDk9d3.jpg
198663,tt1790864,The Maze Runner,The Maze Runner,en,"Set in a post-apocalyptic world, young Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow ""runners"" for a shot at escape.",Run - Remember - Survive,34000000,348319861,113,2014-09-10,7.0,5540,76.93789,Released,False,http://themazerunnermovie.com/,/coss7RgL0NH6g4fC2s5atvf3dFO.jpg
321612,tt2771200,Beauty and the Beast,Beauty and the Beast,en,A live-action adaptation of Disney's version of the classic 'Beauty and the Beast' tale of a cursed prince and a beautiful young woman who helps him break the spell.,Be our guest.,160000000,1262886337,129,2017-03-16,6.8,5530,287.253654,Released,False,http://movies.disney.com/beauty-and-the-beast-2017,/tWqifoYuwLETmmasnGHO7xBjEtt.jpg
8587,tt0110357,The Lion King,The Lion King,en,A young lion cub named Simba can't wait to be king. But his uncle craves the title for himself and will stop at nothing to get it.,Life's greatest adventure is finding your place in the Circle of Life.,45000000,788241776,89,1994-06-23,8.0,5520,21.605761,Released,False,http://movies.disney.com/the-lion-king,/bKPtXn9n4M4s8vvZrbw40mYsefB.jpg
245891,tt2911666,John Wick,John Wick,en,Ex-lunatic John Wick comes off his meds to track down the bounders that killed his dog and made off with his self-respect,Don't set him off.,20000000,88761661,101,2014-10-22,7.0,5499,183.870374,Released,False,http://www.johnwickthemovie.com/,/5vHssUeVe25bMrof1HyaPyWgaP.jpg
109445,tt2294629,Frozen,Frozen,en,"Young princess Anna of Arendelle dreams about finding true love at her sister Elsa’s coronation. Fate takes her on a dangerous journey in an attempt to end the eternal winter that has fallen over the kingdom. She's accompanied by ice delivery man Kristoff, his reindeer Sven, and snowman Olaf. On an adventure where she will find out what friendship, courage, family, and true love really means.",Only the act of true love will thaw a frozen heart.,150000000,1274219009,102,2013-11-27,7.3,5440,24.248243,Released,False,http://movies.disney.com/frozen,/jIjdFXKUNtdf1bwqMrhearpyjMj.jpg
767,tt0417741,Harry Potter and the Half-Blood Prince,Harry Potter and the Half-Blood Prince,en,"As Harry begins his sixth year at Hogwarts, he discovers an old book marked as 'Property of the Half-Blood Prince', and begins to learn more about Lord Voldemort's dark past.",Dark Secrets Revealed,250000000,933959197,153,2009-07-07,7.4,5435,19.083723,Released,False,http://harrypotter.warnerbros.com/harrypotterandthehalf-bloodprince/dvd/index.html,/bFXys2nhALwDvpkF3dP3Vvdfn8b.jpg
862,tt0114709,Toy Story,Toy Story,en,"Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences.",,30000000,373554033,81,1995-10-30,7.7,5415,21.946943,Released,False,http://toystory.disney.com/toy-story,/rhIRbceoE9lR4veEXuwCC2wARtG.jpg
77338,tt1675434,The Intouchables,Intouchables,fr,A true story of two men who should never have met – a quadriplegic aristocrat who was injured in a paragliding accident and a young man from the projects.,Sometimes you have to reach into someone else's world to find out what's missing in your own.,13000000,426480871,112,2011-11-02,8.2,5410,16.086919,Released,False,,/4mFsNQwbD0F237Tx7gAPotd0nbJ.jpg
557,tt0145487,Spider-Man,Spider-Man,en,"After being bitten by a genetically altered spider, nerdy high school student Peter Parker is endowed with amazing powers.",With great power comes great responsibility.,139000000,821708551,121,2002-05-01,6.8,5398,29.413341,Released,False,http://www.sonypictures.com/movies/spider-man/,/rZd0y1X1Gw4t5B3f01Qzj8DYY66.jpg
58,tt0383574,Pirates of the Caribbean: Dead Man's Chest,Pirates of the Caribbean: Dead Man's Chest,en,"Captain Jack Sparrow works his way out of a blood debt with the ghostly Davey Jones, he also attempts to avoid eternal damnation.",Jack is back!,200000000,1065659812,151,2006-06-20,7.0,5380,29.455314,Released,False,http://disney.go.com/disneypictures/pirates/,/waFr5RVKaQ9dzOt3nQuIVB1FiPu.jpg
9806,tt0317705,The Incredibles,The Incredibles,en,"Bob Parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia. But when he receives a mysterious assignment, it's time to get back into costume.","No gut, no glory",92000000,631442092,115,2004-11-05,7.4,5290,22.220214,Released,False,http://disney.go.com/disneyvideos/animatedfilms/incredibles/main.html,/huGDgQRB24IzkJLNqe5zq1pdvEE.jpg
82992,tt1905041,Fast & Furious 6,Fast & Furious 6,en,"Hobbs has Dominic and Brian reassemble their crew to take down a team of mercenaries: Dominic unexpectedly gets convoluted also facing his presumed deceased girlfriend, Letty.",All roads lead to this,160000000,788679850,130,2013-05-06,6.7,5282,1.657637,Released,False,http://www.thefastandthefurious.com/,/b9gTJKLdSbwcQRKzmqMq3dMfRwI.jpg
49538,tt1270798,X-Men: First Class,X-Men: First Class,en,"Before Charles Xavier and Erik Lensherr took the names Professor X and Magneto, they were two young men discovering their powers for the first time. Before they were arch-enemies, they were closest of friends, working together with other mutants (some familiar, some new), to stop the greatest threat the world has ever known.",Witness the moment that will change our world.,160000000,353624124,132,2011-05-24,7.1,5252,0.738633,Released,False,http://www.x-menfirstclassmovie.com/,/7SSm7BfzFoVzmd6fCDccj7qRxc8.jpg
70981,tt1446714,Prometheus,Prometheus,en,"A team of explorers discover a clue to the origins of mankind on Earth, leading them on a journey to the darkest corners of the universe. There, they must fight a terrifying battle to save the future of the human race.",The Search for Our Beginning Could Lead to Our End.,130000000,403170142,124,2012-05-30,6.3,5152,16.624854,Released,False,http://www.projectprometheus.com/,/ng8ALjSDhUmwLl7vtjUWIZNQSlt.jpg
857,tt0120815,Saving Private Ryan,Saving Private Ryan,en,"As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.",The mission is a man.,70000000,481840909,169,1998-07-24,7.9,5148,21.758054,Released,False,,/miDoEMlYDJhOCvxlzI0wZqBs9Yt.jpg
330459,tt3748528,Rogue One: A Star Wars Story,Rogue One: A Star Wars Story,en,A rogue band of resistance fighters unite for a mission to steal the Death Star plans and bring a new hope to the galaxy.,A Rebellion Built on Hope,200000000,1056057273,133,2016-12-14,7.4,5111,36.567575,Released,False,http://www.starwars.com/films/rogue-one,/qjiskwlV1qQzRCjpV0cL9pEMF9a.jpg
1271,tt0416449,300,300,en,"Based on Frank Miller's graphic novel, ""300"" is very loosely based the 480 B.C. Battle of Thermopylae, where the King of Sparta led his army against the advancing Persians; the battle is said to have inspired all of Greece to band together against the Persians, and helped usher in the world's first democracy.","Spartans, prepare for glory!",65000000,422610419,117,2006-12-09,7.0,5092,18.108408,Released,False,http://300themovie.warnerbros.com,/bYR8O1H1ZlME7Dm9ysfTYZnRDpw.jpg
24,tt0266697,Kill Bill: Vol. 1,Kill Bill: Vol. 1,en,"An assassin is shot at the altar by her ruthless employer, Bill and other members of their assassination circle – but 'The Bride' lives to plot her vengeance. Setting out for some payback, she makes a death list and hunts down those who wronged her, saving Bill for last.",Go for the kill.,30000000,180949000,111,2003-10-10,7.7,5091,25.261865,Released,False,http://www.miramax.com/movie/kill-bill-volume-1/,/97fNAi62HawGjWru7PvVmF7RAbU.jpg
1865,tt1298650,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: On Stranger Tides,en,"Captain Jack Sparrow crosses paths with a woman from his past, and he's not sure if it's love -- or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard, Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past.",Live Forever Or Die Trying.,380000000,1045713802,136,2011-05-14,6.4,5068,27.88772,Released,False,http://disney.go.com/pirates/index-on-stranger-tides.html#/video/,/wNUDAq5OUMOtxMlz64YaCp7gZma.jpg
297762,tt0451279,Wonder Woman,Wonder Woman,en,An Amazon princess comes to the world of Man to become the greatest of the female superheroes.,Power. Grace. Wisdom. Wonder.,149000000,820580447,141,2017-05-30,7.2,5025,294.337037,Released,False,http://www.warnerbros.com/wonder-woman,/imekS7f1OuHyUP2LAiTEM0zBzUz.jpg
14161,tt1190080,2012,2012,en,"Dr. Adrian Helmsley, part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms, learns that the earth's core is heating up. He warns U.S. President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population, the entire race is doomed. Meanwhile, writer Jackson Curtis stumbles on the same information. While the world's leaders race to build ""arks"" to escape the impending cataclysm, Curtis struggles to find a way to save his family. Meanwhile, volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world.",We Were Warned.,200000000,769653595,158,2009-10-10,5.6,4994,16.698628,Released,False,http://www.sonypictures.com/movies/2012,/5tIW9nTuxxy8iXSvsKJqFDVZpyg.jpg
137113,tt1631867,Edge of Tomorrow,Edge of Tomorrow,en,"Major Bill Cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat. Cage is killed within minutes, managing to take an alpha alien down with him. He awakens back at the beginning of the same day and is forced to fight and die again... and again - as physical contact with the alien has thrown him into a time loop.","Live, Die, Repeat",178000000,370541256,113,2014-05-27,7.6,4979,31.982986,Released,False,http://www.edgeoftomorrowmovie.com/,/tpoVEYvm6qcXueZrQYJNRLXL88s.jpg
6479,tt0480249,I Am Legend,I Am Legend,en,"Robert Neville is a scientist who was unable to stop the spread of the terrible virus that was incurable and man-made. Immune, Neville is now the last human survivor in what is left of New York City and perhaps the world. For three years, Neville has faithfully sent out daily radio messages, desperate to find any other survivors who might be out there. But he is not alone.",The last man on Earth is not alone,150000000,585349010,101,2007-12-14,6.9,4977,11.379355,Released,False,http://iamlegend.warnerbros.com/,/6OA0I8hhW9zftWoCYxJAzXW9UIN.jpg
269149,tt2948356,Zootopia,Zootopia,en,"Determined to prove herself, Officer Judy Hopps, the first bunny on Zootopia's police force, jumps at the chance to crack her first case - even if it means partnering with scam-artist fox Nick Wilde to solve the mystery.",Welcome to the urban jungle.,150000000,1023784195,108,2016-02-11,7.7,4961,26.024868,Released,False,http://movies.disney.com/zootopia,/sM33SANp9z6rXW8Itn7NnG1GOEs.jpg
329,tt0107290,Jurassic Park,Jurassic Park,en,"A wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening day, he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors. However, the park is anything but amusing as the security systems go off-line and the dinosaurs escape.",An adventure 65 million years in the making.,63000000,920100000,127,1993-06-11,7.6,4956,8.863776,Released,False,http://www.jurassicpark.com/,/c414cDeQ9b6qLPLeKmiJuLDUREJ.jpg
68726,tt1663662,Pacific Rim,Pacific Rim,en,"When legions of monstrous creatures, known as Kaiju, started rising from the sea, a war began that would take millions of lives and consume humanity's resources for years on end. To combat the giant Kaiju, a special type of weapon was devised: massive robots, called Jaegers, which are controlled simultaneously by two pilots whose minds are locked in a neural bridge. But even the Jaegers are proving nearly defenseless in the face of the relentless Kaiju. On the verge of defeat, the forces defending mankind have no choice but to turn to two unlikely heroes—a washed-up former pilot (Charlie Hunnam) and an untested trainee (Rinko Kikuchi)—who are teamed to drive a legendary but seemingly obsolete Jaeger from the past. Together, they stand as mankind's last hope against the mounting apocalypse.","To Fight Monsters, We Created Monsters",180000000,407602906,131,2013-07-11,6.7,4903,33.949359,Released,False,http://www.pacificrimmovie.com/,/sCJEwEShZvruTpQ2a4yiX3Q9EyZ.jpg
122917,tt2310332,The Hobbit: The Battle of the Five Armies,The Hobbit: The Battle of the Five Armies,en,"Immediately after the events of The Desolation of Smaug, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.",Witness the defining chapter of the Middle-Earth saga,250000000,956019788,144,2014-12-10,7.1,4884,31.718977,Released,False,http://www.thehobbit.com/,/9zRzFJuaj0CHIOhAkcCcFTvyu2X.jpg
76338,tt1981115,Thor: The Dark World,Thor: The Dark World,en,"Thor fights to restore order across the cosmos… but an ancient race led by the vengeful Malekith returns to plunge the universe back into darkness. Faced with an enemy that even Odin and Asgard cannot withstand, Thor must embark on his most perilous and personal journey yet, one that will reunite him with Jane Foster and force him to sacrifice everything to save us all.",Delve into the darkness,170000000,644571402,112,2013-10-29,6.8,4873,34.905447,Released,False,http://marvel.com/thor,/bnX5PqAdQZRXSw3aX3DutDcdso5.jpg
264660,tt0470752,Ex Machina,Ex Machina,en,"Caleb, a 26 year old coder at the world's largest internet company, wins a competition to spend a week at a private mountain retreat belonging to Nathan, the reclusive CEO of the company. But when Caleb arrives at the remote location he finds that he will have to participate in a strange and fascinating experiment in which he must interact with the world's first true artificial intelligence, housed in the body of a beautiful robot girl.",There is nothing more human than the will to survive,15000000,36869414,108,2015-01-21,7.6,4862,14.14078,Released,False,http://exmachina-movie.com/,/btbRB7BrD887j5NrvjxceRDmaot.jpg
75612,tt1483013,Oblivion,Oblivion,en,"Jack Harper is one of the last few drone repairmen stationed on Earth.  Part of a massive operation to extract vital resources after decades of war with a terrifying threat known as the Scavs, Jack’s mission is nearly complete.  His existence is brought crashing down when he rescues a beautiful  stranger from a downed spacecraft.  Her arrival triggers a chain of events that  forces him to question everything he knows and puts the fate of humanity in his hands.",Earth is a memory worth fighting for,120000000,286168572,124,2013-04-10,6.4,4862,14.654053,Released,False,https://www.uphe.com/movies/oblivion,/hmOzkHlkGvi8x24fYpFSnXvjklv.jpg
283995,tt3896198,Guardians of the Galaxy Vol. 2,Guardians of the Galaxy Vol. 2,en,The Guardians must fight to keep their newfound family together as they unravel the mysteries of Peter Quill's true parentage.,Obviously.,200000000,863416141,137,2017-04-19,7.6,4858,185.330992,Released,False,http://marvel.com/movies/movie/221/guardians_of_the_galaxy_vol_2,/y4MBh0EjBlMuOzv9axM4qJlmhzz.jpg
82693,tt1045658,Silver Linings Playbook,Silver Linings Playbook,en,"After spending eight months in a mental institution, a former teacher moves back in with his parents and tries to reconcile with his ex-wife.",Watch For The Signs,21000000,205738714,122,2012-09-08,7.0,4840,14.488111,Released,False,http://silverliningsplaybookmovie.com/,/ilrZAV2klTB0FLxLb01bOp5pzD9.jpg
246655,tt3385516,X-Men: Apocalypse,X-Men: Apocalypse,en,"After the re-emergence of the world's first mutant, world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan.",Only the strong will survive,178000000,543934787,144,2016-05-18,6.4,4831,28.712522,Released,False,http://www.foxmovies.com/movies/x-men-apocalypse,/zSouWWrySXshPCT4t3UKCQGayyo.jpg
72105,tt1637725,Ted,Ted,en,"John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear or his girlfriend, Lori.",Ted is coming.,50000000,549368315,106,2012-06-29,6.3,4811,19.638605,Released,False,http://www.tedisreal.com/,/yLdP2vDa1BqxLSbikGypGtAEOGe.jpg
157350,tt1840309,Divergent,Divergent,en,"In a world divided into factions based on personality types, Tris learns that she's been classified as Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late.",What makes you different makes you dangerous.,85000000,288747895,139,2014-03-14,6.9,4784,21.572585,Released,False,http://www.thedivergentseries.movie/#divergent,/yTtx2ciqk4XdN1oKhMMDy3f5ue3.jpg
59967,tt1276104,Looper,Looper,en,"In the futuristic action thriller Looper, time travel will be invented but it will be illegal and only available on the black market. When the mob wants to get rid of someone, they will send their target 30 years into the past where a looper, a hired gun, like Joe is waiting to mop up. Joe is getting rich and life is good until the day the mob decides to close the loop, sending back Joe's future self for assassination.","Hunted By Your Future, Haunted By Your Past",30000000,47042000,118,2012-09-26,6.6,4777,12.727269,Released,False,http://loopermovie.com/,/o4qXZMrZlfuTfwwNGMyTcx6p2uO.jpg
12155,tt1014759,Alice in Wonderland,Alice in Wonderland,en,"Alice, an unpretentious and individual 19-year-old, is betrothed to a dunce of an English nobleman. At her engagement party, she escapes the crowd to consider whether to go through with the marriage and falls down a hole in the garden after spotting an unusual rabbit. Arriving in a strange and surreal place called 'Underland,' she finds herself in a world that resembles the nightmares she had as a child, filled with talking animals, villainous queens and knights, and frumious bandersnatches. Alice realizes that she is there for a reason – to conquer the horrific Jabberwocky and restore the rightful queen to her throne.",You're invited to a very important date.,200000000,1025491110,108,2010-03-03,6.4,4773,17.285093,Released,False,http://disney.go.com/wonderland/,/pvEE5EN5N1yjmHmldfL4aJWm56l.jpg
1892,tt0086190,Return of the Jedi,Return of the Jedi,en,"As Rebel leaders map their strategy for an all-out attack on the Emperor's newer, bigger Death Star. Han Solo remains frozen in the cavernous desert fortress of Jabba the Hutt, the most loathsome outlaw in the universe, who is also keeping Princess Leia as a slave girl. Now a master of the Force, Luke Skywalker rescues his friends, but he cannot become a true Jedi Knight until he wages his own crucial battle against Darth Vader, who has sworn to win Luke over to the dark side of the Force.",The Empire Falls...,32350000,572700000,135,1983-05-23,7.9,4763,14.586087,Released,False,http://www.starwars.com/films/star-wars-episode-vi-return-of-the-jedi,/jx5p0aHlbPXqe3AH9G15NvmWaqQ.jpg
